Post Title,Link,Date,Content
Google Pixel 6、6 Pro 主站評測：超值旗艦,https://chinese.engadget.com//google-pixel-6-and-pixel-6-pro-review-specs-camera-samples-battery-test-161525724.html,2021-10-26,"['對於新機後置相機那一水平粗條的設計，坊間評論目前比較兩極化。主站編輯並不介意，但也有人覺得不太好看。而從 Google 的角度來說，這麼做的好處一方面是能藏入更大尺寸的感光器，另一方面則可以確保裝置的對稱感。Pixel 6 系列不像許多主流產品那樣只在背面左上角的地方突起，相機區直接貫穿左右，也令手機在水平放置時不會因觸控而晃動。', '兩款新 Pixel 均配備了 OLED 螢幕，較小的 Pixel 6 用的是一片 90Hz 的 6.4 吋 1080p 面板，而 Pro 款則用了 6.7 吋的 1440p LTPO 面板，更新率能在 10Hz 到 120Hz 之間調節。後者的流暢度不錯，在使用中基本跟 iPhone 13 Pro、Galaxy S21 Ultra 一樣順滑。如果放在一起比的話，Pixel 6 的 90Hz 顯示的確是要慢一點的。但還沒被 120Hz「寵壞」的人，可能也未必能看出很大的分別（更貴的 iPhone 13 還只有 60Hz 呢）。', '至於喇叭，主站同事認為表現尚可。聆聽 Steve Aoki 和蔡依林的《都沒差》（Equal in the Darkness）時人聲基本清晰，某些混合在一起的時候會有點雜亂，另外就是低音部份會有些欠缺。在播放 Lil Nas X 的《Industry Baby》時情況則會有所改善。', 'Pixel 6 系列採用的都是屏下指紋模組，相比不少旗艦機它的速度和穩定性都不算出色，而且還沒法做到熄屏解鎖。你需要先讓螢幕亮起，然後才能掃瞄指紋，這流程在 2021 年可說是相當繁瑣的了。在談到為何將指紋模組從背後移到屏下時，Google 之前就說過是為了在保留生物認證功能的前提下，不打破背蓋設計的整體性。不過目前來看這個代價，似乎是比預想中要大一點呢。', '原生系統也是 Pixel 6 系列的核心競爭力之一，在 Android 12 中憑藉新推出的 Material You UI，Pixel 6 和 6 Pro 的內在也跟其外表一樣讓人過目難忘。基於桌布生成系統整體色調的玩法，進一步提高了軟體的視覺和諧度。此外如小工具、相機、隱私等方面的改進都很實用，不過這些東西日後都會開放給第三方廠商。真正讓 Pixel 6 系列脫穎而出的，還是其系統在 Tensor 處理器加持下更高效的語音辨識能力。新機識別起聲音來會更準確，翻譯功能也會更深入地融合到系統的方方面面。', '主站同事是一位不太喜歡在手機上打字的用戶，其在用 Pixel 6 系列進行語音輸入時，發現裝置能更好地理解她的意思並在適當的時候為轉錄文本加入標點符號，從而使其看起來更加自然。在你說話時，系統甚至會為你之前說的話追加標點。當然囉，助理具體表現如何，跟使用者的說話習慣也有很大的關係。另外在新版系統中，你也可以指揮助理進行「發送」、「清除」、「刪除」、「撤銷」等輸入操作，連 emoji 都可以靠說的來發，大大減少了手動輸入的必要性。', '如前文所說，Tensor 的存在讓這些語音相關的功能實現起來都更加輕鬆。而且因為所有的處理都是在本機上完成，所以用戶也不會受網路情況所限，隱私方面也更有保障。而在安全方面，當你在 WhatsApp、Facebook、Instagram 等軟體中收到可疑的訊息時，Android 12 就會自動彈出 Chrome 頁面顯示警報，提醒你不要將敏感資訊隨意分享給他人。', '在過去好幾代 Pixel 手機上，Google 都是選擇以精進演算法的方式來「壓榨」舊款感光器（主要就是 Sony IMX363）的潛能。此番到了 Pixel 6 這一代，主攝終於換成了更「現代」的 50MP 組件（Samsung ISOCELL GN1），同時還有 12MP 超廣角輔助，Pro 機種更是會再多加一顆能 4x 光學變焦的 48MP 遠攝相機。另外在自拍端，兩台手機的感光元件分別是 8MP 和 11.1MP，後者都可以直接拍攝 4K 影片了。', '根據主站編輯的說法，在幾乎所有場景中，Pixel 6 Pro 拍出來的照片基本都能跟 iPhone 13 Pro 打平，孰優孰劣更多是基於個人偏好。兩者在大部分時間裡都能保持成像清晰、色彩漂亮，相對來說 Apple 這邊照片更豔一些會稍稍帶一點黃綠色調，而 Google 的取向會更偏自然一些。iPhone 在面對光源時會存在一定的紫邊、鬼影問題，但在處理膚色時會比 Pixel 更紅潤、好看一些。', '除了 Real Tone 外，Google 也有為 Pixel 6 系列加入橡皮擦（Magic Eraser）、運動模式（Motion Mode）、面部去糊（Face Unblur）、自拍語音增強（Speech Enhancement）等功能。這裡面大部分其實都有一定的使用條件，效果也是有好有壞。比較好用的就是面部去糊，靠主攝和超廣角兩張照片疊加來提升面部清晰度的做法，實際用下來的確能保證每張照片裡的臉都清清楚楚。', '雖然 Tensor 只是 Google 的第一款行動晶片，但它的效能表現卻是意外地不錯。主站編輯認為在日常使用中，並不能感受到 Pixel 6 系列和 Apple、Samsung 最新的旗艦有太大的差異。光看跑分的話，用 Geekbench 5 跑多核，主頻 2.8GHz 的 Pixel 6 分數是 2,802 分，3.2GHz 的 iPhone 13 Pro 則有 4,809 分。作為參考，搭載 Snapdragon 888 的 Surface Duo 2 可以跑到 3,485 分。', '是說，在兩顆 ARM X1「主要」核心、兩顆大核心加四顆高效核心這樣的配置下，Tensor 的設計跟高通 Snapdragon 888 是頗為相似的。它真正特別的地方，在於 TPU 也就是 Tensor 運算單元。這是 Google 數據中心用處理器的濃縮版，主要作用就是為 AI 提速。當然，在 Apple 和高通的晶片裡不是沒有這樣的部份，但 Google 在 AI 領域的實力可是比競爭對手要強出不少的，這也就讓 Tensor 在行動晶片的世界裡有了立足的資本。前面提到的一些語音類應用，在 Pixel 6 上運行起來基本看不到延遲。另外在暗光拍攝這樣的使用場景下，透過取景器你就能看到演算法降噪的效果，不用等待拍完之後的處理。', '不過估計是因為軟體還比較新的關係，主站同事在使用過程中時不時還是會碰到一些小毛病。隨著未來新韌體的推送，照理說應該都有望一點點解決。至於續航力，兩款新機的表現都十分不錯。透過主站的影片循環播放測試，Pixel 6 和 6 Pro 分別能堅持 20 小時和超過 17 小時，成績在今年的手機中名列前茅。同事主力使用的 Pixel 6 Pro 在平日裡也都能撐到一天有餘，但快充速度就一般般了。', '在這兩台機器間要如何選擇？主站編輯認為主要還是取決於你的預算。過去 Google 在出 Pixel 和 XL 產品的時候，尺寸大多會有明顯的區隔。但這次的 Pixel 6 雖比 6 Pro 要小，但小的程度老實講很有限。一些核心的賣點、特性，兩邊其實差得也不多。所以能接受價格的話，就直接衝多 120Hz 螢幕、4x 遠攝和超寬頻晶片的 Pro，相對手緊的話 Pixel 6 也是不錯的選擇。', '但不管你選擇的是哪一款，如開頭所講的那樣，Pixel 6 系列在其價位上的確可以算是物超所值的產品。拍攝和軟體仍舊是它們的強項，顯示、續航力也不叫人失望。雖然有指紋不好用這樣的瑕疵，但總體上瑕不掩瑜。Pixel 這代重回旗艦市場之作接下來的銷售表現，應該是可以樂觀期待一下的。', '規格', 'Pixel 6', 'Pixel 6 Pro', '螢幕', '6.4 吋 2,400 x 1,080 (20:9) OLED，411ppi，最高 90Hz', '6.7 吋 3,120 x 1,440 LTPO OLED，512ppi，最高 120Hz', '三圍、重量', '158.6 x 74.8 x 8.9mm，207g', '163.9 x 75.9 x 8.9mm，210g', '處理器、RAM、儲存', 'Google Tensor 帶 Titan M2 安全協同處理器、8GB LDDR5 RAM、128GB / 256GB UFS 3.1', 'Google Tensor 帶 Titan M2 安全協同處理器、8GB LDDR5 RAM、128GB / 256GB UFS 3.1', '後置相機', '50MP octa PD Quad Bayer（1.2μm 畫素，1/1.31"" 感光器、f/1.85 光圈）、12MP 超廣角相機（1.25μm 畫素、114 度視野、f/2.2 光圈）', '50MP octa PD Quad Bayer（1.2μm 畫素，1/1.31"" 感光器、f/1.85 光圈）、12MP 超廣角相機（1.25μm 畫素、114 度視野、f/2.2 光圈）、48MP 遠攝相機（4x 光學變焦，0.8μm 畫素，f/3.5 光圈）', '自拍相機', '8MP，1.12μm 畫素，f/2.0 光圈，84 度視野', '11.1MP，1.22μm 畫素，f/2.2 光圈，94 度視野', '電池', '4,614mAh，30W USB-C 有線充電，Qi 無線充電、反向充電', '5,003mAh，30W USB-C 有線充電，Qi 無線充電、反向充電', '感應器和連線能力', '屏下指紋、雙卡（nano SIM 加 eSIM）、NFC、WiFi 6E、藍牙 5.2', '屏下指紋、雙卡（nano SIM 加 eSIM）、NFC、WiFi 6E、藍牙 5.2、超寬頻晶片', '防水', 'IP68', 'IP68', '', '']"
Google Pixel 6 發佈會整理：實機動手玩、價格都在這裡，還有 Android 12 推送時程,https://chinese.engadget.com//google-pixel-6-event-tensor-pixel-pass-113041053.html,2021-10-20,"['Google 正式發佈了 Pixel 6 和 Pixel 6 Pro 手機，實機動手玩已經準備好給各位朋友參考，關於這款新 Pixel 的各個賣點介紹、價位，通通都齊全了。大家可以慢慢看喔。', 'Google 官方版本', 'Engadget 編輯一起看', '', '在早前的一輪預告之後，Pixel 6 和 Pixel 6 Pro 現在終於正式到來了。這一代的 Pixel 可以說是 Google 近來最受期待的產品，除了有神祕的自製 Tensor 處理器之外，它也終於更新了相機系統，不僅是鏡頭硬體的升級，還有 Tensor 處理器帶來的運算力加持。', '其他的新功能包括了更快的螢幕、獨家的 Android 12 功能，和許多 AI、語音辨識方面的強化。這些在本篇主站動手玩當中我們都會一個一個探討，但不得不特別一提的是它的價位 —— Pixel 6 Pro 為 US$899，而 Pixel 6 更是僅 US$599，相對來說是打破了近期旗艦手機一直向上的趨勢呢。', '這當中台灣 Pixel 6 和 Pixel 6 Pro 皆僅推出 128GB 和 256GB 容量的版本，128GB 的 Pixel 6 定價 NT$18,990，而 256GB 的 Pixel 6 定價 NT$21,990；128GB 的 Pixel 6 Pro 定價 NT$26,990，而 256GB 的 Pixel 6 Pro 定價則來到 NT$29,990。', 'Pixel 6 及 Pixel 6 Pro 的規格終於正式揭曉，在 10 月 28 日正式發售前， Google 亦向大眾公開兩台新手機上搭載的相機以及攝影系統。']"
Google 展示 Pixel 6 的新保安中心和隱私面板,https://chinese.engadget.com//pixel-6-security-hub-privacy-dashboard-183503829.html,2021-10-20,"['保安中心的介面會顯示所有安全設定的狀況，像是手機有沒有安裝到最新的安全性更新，但是指紋、PIN 等保安措施是否已經設立。但最重要的，是會針對每個安裝到手機上的 app都有安全檢查，而且會分析會否有潛在風險。Google 也簡單利用綠色、黃色來提示各個安全設定是否已經妥當。', '另一邊廂，Google 也借鏡了 Apple 的做法，在 app 使用到手機的相機和麥克風時，就會在右上角出現提示。如果使用者發現相機或麥克風無緣無故地被啟動了，就可以藉此查看是哪個 app 有問題，也可以取消其權限。所有 app 曾經存取數據的記錄，都會在 Pixel 6 裡的新隱私面板顯示，像是位置數據之類的。Android 系統過去其實都有類似功能，不過就被掩沒在重重頁面之下，現在就是更簡單讓使用者看到。Google 表示，他們有加強 Pixel 6 的防毒和釣魚偵測功能，也會在可疑的來電、訊息、電郵和網頁連結加入警告。', '以上的功能其實廣大的 Android 使用者也值得擁有，而 Google 的說法也其實是「首先應用到 Pixel」，所以還是有可能在稍後下放給其他第三方 Android 裝置的吧。']"
Google Pixel 6 能隨著你打字翻譯文字,https://chinese.engadget.com//pixel-6-live-translate-ai-google-tensor-chip-182150736.html,2021-10-20,['對於時常要跟外國人聊天的用戶來說，Live Translate 應該能帶來不小的幫助。除了它之外，在 Tensor 的加持下 Pixel 6 系列的語音識別能力也變得比過去更強了呢。\xa0']
Google 詳解 Pixel 6 的 Tensor 晶片,https://chinese.engadget.com//google-tensor-soc-pixel-6-chip-172841791.html,2021-10-20,['Google Tensor 不意外的是採用 5nm 工藝、八核心架構，是由兩顆 ARM Cortex-X1 為大顆的強效處理器，搭配兩顆 2.25GHz 的 A76 中型核心和四顆 1.8GHz 的 A55 小型低耗核心。在與高通的旗艦 Snapdragon 888 只有一顆 X1 大核心的設計相比，可見 Tensor 的效能會有顯著的提高。GPU 方面就會是常見的 Mali-G78。以數據來比較，Google 表示 Pixel 6 的效能會比 Pixel 5 提升約 80% 之多，不過畢竟前代 Pixel 所用的是顆中階處理器，所以這比較也有點微妙呢。']
Google 想靠 Real Tone 讓 Android 系統相機變得更有種族包容性,https://chinese.engadget.com//android-camera-skin-tone-inclusive-pixel-google-171113184.html,2021-10-20,['Real Tone 是 Pixel 6 系列標配的功能，而且 Google 在系統上並未提供將其關閉的選項。如果接受度不錯的話，Google 未來也會考慮將該套方案開放給更多品牌使用。']
Pixel Pass 讓你以最低 US$45 的月費享受 Pixel 6 手機和多項 Google 服務,https://chinese.engadget.com//google-pixel-6-pass-subscription-170056831-170225703.html,2021-10-20,['和 Apple One 相比，Pixel Pass 基於的理念是相似的，Google 和 Apple 一樣都想靠服務來把消費者留在自己的生態圈裡。不過 Google 這次更進一步，直接在 Pixel Pass 裡包進了手機，這對許多人來說可能吸引力就更大了。']
Pixel 6 與 6 Pro 主站動手玩: Google 重回旗艦市場之作,https://chinese.engadget.com//google-pixel-6-and-6-pro-hands-on-tensor-features-camera-specs-available-price-170151398.html,2021-10-20,"['其他的新功能包括了更快的螢幕、獨家的 Android 12 功能，和許多 AI、語音辨識方面的強化。這些在本篇主站動手玩當中我們都會一個一個探討，但不得不特別一提的是它的價位 —— Pixel 6 Pro 為 US$899，而 Pixel 6 更是僅 US$599，相對來說是打破了近期旗艦手機一直向上的趨勢呢。', '以 Pixel 6 來說，US$599 所能買到的規格並不弱。除了 6.4 吋、90Hz 更新率的 Full HD 板外，還有 50MP 的主相機、12MP 的廣角相機及 8MP 的自拍相機。貴 300 美元的 Pixel 6 Pro 則是帶來了更細緻的 6.7 吋 1440p 面板、更窄的邊框、一個額外的 48MP 四倍光學變焦望遠相機，以及升級到了 11.1MP、可視角更廣的自拍相機。另外，6 Pro 也有著更大的電池、12GB 的 RAM（6 是 8GB）、512GB 儲存空間的選項、以及超寬頻晶片。', '大部份其他的功能兩台旗艦都是共用的。這包括了由兩大、兩中、四小核心所組成的八核 Tensor 處理器、螢幕內指紋辨識、IP68 防水防塵、Sub-6 及 mmWave 5G 等所有 2021 年旗艦大多都有的功能。', '在外觀上 Pixel 6 與 6 Pro 也有著微妙的不同，且兩者都與 Google 在 Pixel 4 和 Pixel 5 上延用了兩代的設計語言有著相同顯著的差異。此番 Pixel 6 系列捨棄了霧面的質感，改採圓滑的玻璃背蓋，帶來一種旗艦手機的高級感。主站編輯並不太欣賞新設計的方正外型，特別是 Pro 感覺很像 Samsung Note 20 Ultra，至少 Pro 比 Note 20 Ultra 或 iPhone 13 Pro Max 都輕上少許。', '兩款 Pixel 6 也都比 Pixel 5 來得大，雖然螢幕大小有不小的差異，但其實在手機本身的大小上差別沒有那麼顯著。在背面兩者都有一條顯眼的黑色橫幅，裡面是各自的兩個或三個相機。這條橫條雖然向後突出不少，但其實面朝上放在桌上時它還是很穩的，不像一些突起在一側的機種會晃動。', '在正面 Pixel 6 的邊框比 6 Pro 要來得明顯，同時 Pixel 6 的中框採用的是霧面處理，而 Pixel 6 Pro 則是亮面金屬的。兩款機種都各有三個顏色可以選擇，特別是黑帶上方和下方採用不同的色調，已經較過去單調的 Pixel 多了一些玩味，不過這裡還是 Pixel 6 的顏色選擇多一點，在黑之外還有粉紅和粉綠，反倒是 Pro 就只有黑、白／銀和一個微妙的橘黃色了。', '但既然 Google 都特地開發了自己的處理器，自然是不可能沒有一些 Pixel 6 獨有的語音辨識或相機功能了。首先，是 Google 改善了在 Pixel 6 上的語音辨識，加入了一層學習的能力。舉例來說，假設你有個朋友名叫「Bryan」，在過去的軟體中大概會被系統聽成「Brian」。但現在你如果 Pixel 聽錯幾次，且都被你修正後，再聽到「Bryan」時系統便會開始使用正確的版本了。', 'Google 也開始讓你可以用語音來輸入 emoji。舉例來說，講「smiley face emoji」就會插入一個笑臉的 emoji。你也能說「send」來發送、「clear」來清除訊息、或是在看到聽打的內容有錯字時，可以直接點一下錯字，然後重說，不用切進切出聽打模式。', '再更進一步的，Google 還能即時為文字聊天進行雙向的即時翻譯 —— 就像上圖的英翻日例子，你可以在文字框內輸入英文的同時， app 的文字輸入區就會出現翻譯後的日文，而對方打的日文也會自動變英文給你看。至於這功能支不支援中文，就要之後再詢問 Google 了。', 'Pixel 手機一個我們比較難用到的功能，是與電話相關的助理功能，像是在等待服務時幫你「掛著」，直到有人接聽時通知你。在 Pixel 6 也會增加新的此類功能，包括一個「等待時間」的顯示，讓你知道美國排名前 5,000 的企業每間的等待時間；以及將許多公司自動化的語音選項，轉換為文字顯示在螢幕上。除了不會忘記前面說的數字是多少之外，這應該也能幫助到聽障的朋友。', '說是新的軟體功能，但其實很多在他牌的手機中都已經嘗試過了。舉例來說，object eraser（物件橡皮擦）就有出現在過去的 Samsung 手機上，基本上就是能在 Photos app 中點選照片裡的物件，然後手機就會幫你把它消去。在現場 Google 有為主站編輯示範將背景的人消去，除了淡淡的邊緣線條之外，Pixel 6 將人消去的相當自然。', 'Motion mode 則是一些拉長快門的工具，過去我們也有在華為、Sony 等手機上見過類似的功能。一個用法是靠著長曝光來達到殘影的效果，像是夜間呼嘯而過的車輛留下的尾燈流光。由於在現場並非夜間，因此主站編輯看到的示範是對著投影幕上的瀑布拍照，同樣能帶來絲綢般滑順的流水。第二個 Motion mode 的模式名為「Action Pan」。這和前面的用法有點反過來，是將主體定在快速移動的物體上，而讓背景模糊，產生速度感。', 'Pixel 6 Pro 相較於 Pixel 6 多了個望遠鏡頭，主站編輯同時使用 iPhone 13 Pro 與 Pixel 6 Pro 放到最大後，拍攝遠方的小 Android 人偶，發現 Pixel 6 Pro 似乎略勝一籌。兩支手機都有拍到 Android 人偶，但放大之後發現 Pixel 6 Pro 保留了更多細節，像是人偶頭和身體間的縫隙，而 iPhone 上就都是糊在一起的了。', '在前相機的部份，Pixel 6 為 8MP，而 Pro 則是可到 11.1MP，而且後者還能以 4K/30p 拍攝自拍影片。兩支手機的主相機則是都能以 4K/60p 拍攝影片。在 Pixel 6 上 Google 搭載了一個新的「語音強化模式」，可以降低背景的噪音，並加強你說話的聲音。同樣的，這個功能也要實測過才知道好不好用了。', '其他有待測試的，還有電力、Tensor 處理器的表現、以及屏下指紋辨識器的靈敏度等，這些大概都要等正式的評測才能有解答。台灣的本地發表會就在明天，所以很快應該就能有本地的發售資訊囉。', '規格', 'Pixel 6', 'Pixel 6 Pro', '螢幕', '6.4 吋 2,400 x 1,080 (20:9) OLED，411ppi，最高 90Hz', '6.7 吋 3,120 x 1,440 LTPO OLED，512ppi，最高 120Hz', '尺寸', '158.6 x 74.8 x 8.9 mm；', '7.3 oz / 207 g', '163.9 x 75.9 x 8.9 mm；', '7.41 oz / 210 g', '處理器、RAM 及儲存空間', 'Google Tensor 連 Titan M2 安全協同處理器；', '8GB LDDR5 RAM；', '128GB / 256GB UFS 3.1', 'Google Tensor 連 Titan M2 安全協同處理器；', '12GB LDDR5 RAM；', '128GB / 256GB / 512GB UFS 3.1', '後置相機', '50MP octa PD Quad Bayer 主相機、1.2μm pixels, 1/1.31"" 感光元件、f/1.85', '12MP 超廣角、1.25μm 像素、114 度 FOV、f/2.2', '50MP octa PD Quad Bayer 主相機、1.2μm 像素、1/1.31"" 感光元件、f/1.85', '12MP 超廣角、1.25μm 像素、114 度 FOV、f/2.2', '48MP 遠攝、4x 光學變焦、0.8μm 像素、f/3.5', '前置相機', '8MP、1.12μm 像素、f/2.0、84 度 FOV', '11.1MP、1.22μm 像素、f/2.2、94 度 FOV', '電池', '4,614 mAh、快充（含 Google 30W USB-C 充電器）', 'Qi 無線快充、電池分享', '5,003 mAh、快充（含 Google 30W USB-C 充電器）', 'Qi 無線快充、電池分享', '感應器及連線', '屏下指紋辨認、雙卡（nano 及 eSIM）、NFC、WiFi 6E、藍牙 5.2', '屏下指紋辨認、雙卡（nano 及 eSIM）、NFC、WiFi 6E、藍牙 5.2、UWB', '防塵防水', 'IP68', 'IP68', '']"
Google 可能隨 Pixel 6 推出「Pixel Pass」來應對 Apple One 訂閱服務,https://chinese.engadget.com//google-pixel-pass-for-pixel-6-pro-041549312.html,2021-10-11,['Lee 並未提及「Pixel Pass」的具體價格，但他獲得的流出資料中有寫到這項服務會是美國限定。不過這有可能只是 Google 初期的計畫，如果推廣順利的話，未來該方案應該也是有望覆蓋到更多相關服務可用的市場吧。值得一提的是，Lee 也從其它管道得知，歐版 Pixel 6 和 Pixel 6 Pro 的價格將會分別是 649 歐元起和 899 歐元起。']
Google Pixel 6 產品頁意外上線，透露提供 5 年安全性更新,https://chinese.engadget.com//google-pixel-6-pro-five-years-android-updates-082042253.html,2021-10-10,"['Pixel 系列以相機為主要賣點，那這回 Pixel 6 更是會有名為「Magic Eraser」的消除背景行人後製功能、「Face Unblur」能確保拍攝對像的面孔清晰，還有超廣角的前置相機，適合用於團體合照。Pixel 6 的主相機陣列會由 12MP 廣角相機升級至 50MP 相機，輔以 12MP 超廣角相機，Pixel 6 Pro 就會多一顆 48MP 遠攝相機。', '產品頁中還指 Pixel 6 即使在 5G 網路下也會有 24 小時續航力，另外還有 30W 有線快充和無線反向充電功能。另外，專屬的無線充電座 Pixel Stand 更會有「翻倍」的充電功率。螢幕部分。6.4 吋的 Pixel 6 和 6.7 吋的 6 Pro 都會用上. Gorilla Glass Victus，同時還有 IP68 的防護等級。Pixel 6 Pro 還獨有 120Hz 自適應刷新率，更小台的 6 就只會是 Smooth Display，估計也就是 90Hz 了。', '可惜的是這個意外曝光的網頁裡，並沒有 Pixel 6 系列的定價和上市資料，所以我們還是要等到 Google 在活動上正式公佈才會知道吧。']"
Google 宣佈 Pixel 6 系列將在 10 月 20 日凌晨正式登場,https://chinese.engadget.com//google-pixel-6-event-smartphone-191309864.html,2021-10-06,['除此之外，Google 還透露新 Pixel 將採用比上一代更大的感光器，解析度也會更高。官方稱 Pixel 6 的主攝可以比過去的 Pixel 相機在進光量上增加 150% ，而兩個機種也都有在主攝外提供超廣角相機，只是 4 倍光學變焦的遠攝就只有在 Pro 上才找得到了。最後，Google 之前也表示自己知道用戶期待新機至少有能撐夠一天的續航力，既然這麼說了那我們應該也會在這方面看到一些改進吧。（但不會送你充電器就是了...）']
Google Pixel 6 可能會用上自家處理器,https://chinese.engadget.com//google-silicon-whitechapel-pixel-6-070031197.html,2021-04-03,['除此之外，9to5Google 還提到了多個不同的名字，包括 Whitechapel 的另一內部代號 GS101——GS 可能是指「Google Silicon」。另一個名為「Slider」的，就相信是會用上 Whitechapel SoC 的其他平台，因為 Slider 這個名字也有出現在其他的開發案中，具體來說就是被認為是 Pixel 6 的「Raven」和「Oriole」。']
