Post Title,Link,Content,Date
['htc desire 20 pro可以透過MyCAM拍立傳連上行車紀錄器嗎？'],https://www.mobile01.com/topicdetail.php?f=566&t=6159744,['可以由於自己本身是拿htc u11+的手機，但無法透過MyCAM拍立傳連上行車紀錄器，最近想換htc desire 20 pro，所以想請問htc desire 20 pro可否透過MyCAM拍立傳連上行車紀錄，謝謝~'],2020-08-07
['請問HTC Desire 20 Pro玩寶可夢…'],https://www.mobile01.com/topicdetail.php?f=566&t=6155931,['請問HTC Desire 20 Pro玩寶可夢是否順暢呢？與Samsung galaxy A51比較推薦哪一支？謝謝 ~'],2020-08-02
['HTC Desire 20 pro 限時特價（官方旗艦店ｍｏｍｏ）'],https://www.mobile01.com/topicdetail.php?f=566&t=6148473,"['如題，HTC Desire 20 pro 在ｍｏｍｏ的官方旗艦店價格已降了一千（不過也可能是限時的），如下圖：', '', '\xa0', '\xa0', 'http://www.momoshop.com.tw/goods/GoodsDetail.jsp?osm', '\xa0', '這價位就比原來的訂價好非常多，若上個月一推出時就以這個價格作為定價，搞不好賣出的量就能比現在多兩倍以上，不需要之後再來降價。而且這組合還有送原廠的旅行兩件組和野餐袋組。']",2020-07-23
['HTC Desire 20 Pro 平實規格下藏了一手「大電量」好牌'],https://www.mobile01.com/topicdetail.php?f=566&t=6146879,"['上月中 HTC 終於推出 2020 年度的手機產品，原本想說會有U系列旗艦，但帶來的是 5G S765G 處理器的 U20 5G，以及本篇要介紹，定位比較偏中階入門的 Desire 20 Pro。與先前幾款機種相比，Desire 20 Pro 最大的不同無非是終有規格趕上的感覺，像是開孔螢幕、四主鏡頭以及 S665 處理器九千有找的定位，和今年上半年蠻多競品相較之下是有一拼的實力在。\xa0外型相機實拍功能小結\xa0外型\xa0由於本次拿到的外盒非市售版本，因此這邊就直接來介紹手機本體。Desire 20 Pro 配置 HTC 第一次的開孔螢幕，終於有種跟上時代的感覺了。具備 6.5 吋 19.5:9 比例、佔比 90.5% 的 FHD+ 螢幕，比較可惜的地方是未有 HDR 螢幕的支援性，是說同款手機有的也少啦.....\xa0螢幕設定可看到是與原生幾乎相同的配置，這邊比較特殊的是具備深色主題 Dark Mode 功能。\xa0另外，在系統的手勢欄位中，也多了蠻多 Android（尤其是中國系廠商）早早就有的手勢導覽功能，也是 Google 原生的功能，只能說終於來了啊.....相信不少走原生系列的手機也能享受了。導覽鍵傳統虛擬鍵', '\xa0深色模式相信不需多做贅述，開啟後手機原生 APP、設定選單，Google 相關應用程式都可適用。深色模式深色模式', '\xa0不像先前 Desire 19s 只有一半，Desire 20 Pro 使用的「紋理漸變設計」是整個機背都填滿，不過線條是從邊緣的細線，到中央粗的變化方式，本次也有墨晶黑與靚澈藍兩種版本可選，機身尺寸 162 x 77 x 9.4mm，重量 201g。\xa0附上先前 Desire 19s 的樣貌，斜向紋路除了細變粗的變化，整體設計大方向也是差不多的。\xa0中框用了類似霧面的珠光塗層來加強視覺上的質感，機頂這邊僅有設置一只 mic，機底則是 USB-C 連接埠、揚聲孔、mic 與 3.5mm 耳機插孔；左側為退卡槽、右側則是音量與特殊塗裝的電源啟閉鍵。這邊有個小地方要特別抓出來說，在側面的兩邊做了削平的處理，讓實際握持的手感與穩定度都大大提升，這點倒是先前 HTC 機種都沒有的貼心之舉，給個讚機頂機底左側右側機頂機底左側右側', '\xa0退卡槽則是目前相對有進步空間的三選二，蠻多價位帶類似的競品已經把獨立三卡槽用成標配的說.....\xa0隨附配件大致有實體耳機、USB-C 連接線、退卡針以及一顆最高 12V 1.5A,18W QC 3.0 快充的充電器。\xa0相機\xa0在介紹相機之前，可以明顯看到機背線條從細變粗的「漸變」線條。至於相機搭載 48MP f/1.8 標準鏡頭（感光元件未知） + 8MP 118 度 f/2.2 廣角 + 2MP f/2.4 微距 + 2MP f/2.4 景深鏡頭；前鏡頭則是蠻大方的 25MP f/2.0 規格。主鏡頭前鏡頭', '\xa0主相機介面不似先前幾款機種的圖像式，則是有著濃濃的 HTC 風格；不過在變焦桿這邊沒辦法切換成廣角介面，僅有往遠的數位變焦，這點就有點讓人不解.....主相機介面變焦沒廣角', '\xa0下方的景深模式就僅有景深調整功能，且在相簿中是不能重新調整的。至於廣角鏡頭則是藏在拍攝模式裡，說真的有點不太懂這樣的邏輯.....一般來說都會跟變焦做整合，或是直接放在最上層的相機 APP 裡吧？另外一點是，廣角鏡頭居然不支援 HDR.....景深拍攝模式廣角', '\xa0Desire 20 Pro 相機讓人比較眼睛一亮的地方，在於前、主鏡頭都支援四種可自訂臉部特徵的美顏功能，懶人路線也可直接選自動做拍攝。相較一些競品主鏡頭僅有強、弱切換來得貼心不少；然而美顏一樣也不支援 HDR，這點在反差高的地方很吃虧啊', '主鏡頭美肌前鏡頭美肌', '\xa0主鏡頭與前鏡頭最大可錄製 4K / FHD 影片，也是目前手機相當常見的配置了。主鏡頭錄影前鏡頭錄影', '\xa0相機的設定上就顯得比較單調一些，不過該有的功能通通都有就是了，部分如畫素調整也被整合到最上層；是說應該把廣角模式放到最顯眼的地方才對吧\xa0實拍\xa0Desire 20 Pro 在實拍表現上也是師承同門，有著清淡卻不失飽和的色彩，且前幾款機型表現相當出眾的 HDR，在本次也是維持高水準表現，看到死白的天空跟 HDR 後的差別有多大，而且整體風格也是維持自然的狀況相當不容易。不過廣角卻不支援表現超群的 HDR.....\xa0放大檢視畫質，一般模式小編開到美顏，磨皮效果尚屬自然，只是美顏不支援 HDR 這點在反差高的地方真的有些吃虧。髮絲細節在面光的狀況下也不俗，就暗部可以看出些微鬆散的狀況。至於廣角鏡頭以同歸的 8MP 畫素來說，表現如此也是正常的.....就是縮圖派美顏HDR廣角', '\xa0在雲層稍微多的環境之中，一般模式就比較容易被影響到測光；但開啟 HDR 後就可以看到差異有多大了。如果有入手此機的朋友，小編會建議不用在意，直接 HDR Auto 開下去就沒錯了。一般HDR廣角', '\xa0接下來一樣是亮度充足的環境，可以看到 HDR 順利的將天空過曝的地方還原；且暗部也不會硬拉亮導致不自然，只是沒有支援美顏而已。這組的重點是在景深偵測上，可以看到頭髮邊緣稍稍有一些模擬沒抓準的地方；但在左手下方的空隙有順利抓到。一般HDR景深', '\xa0再來是在遊樂器材下稍稍讓光遮蓋到的情境，HDR 一樣發揮相當強大的威能.....美顏放著給大家當參考，覺得自動其實已經相當夠用了～至於如此複雜的場景下，景深模式整體表現上也算自然，當然還是有些瑕疵，不過有此表現已經蠻讓人意外了。一般HDR美顏景深', '\xa0自拍畫素高達 25MP 的狀況下，在天氣許可的狀況下畫質與銳利度都還不俗，雖說放大檢視還是多少有點焦點跑到後面的感覺。自動美顏效果也跟主鏡頭一樣維持不錯表現，不太會有開了變塑膠的狀況。一般美顏', '\xa0前鏡頭的 HDR 也跟主鏡頭一樣有相當積極且自然的修整程度，但缺點也一樣，就是不支援美顏.....該有 HDR 的廣角沒有、而 HDR 不支援美顏應該是小編對 Desire 20 Pro 感到最大的遺憾了。美顏HDR', '\xa0夜景部分首先挑了還有一定亮度的 Magic Hour 時分，可以看到標準鏡頭畫質上已有一定劣化，800 萬畫素的廣角鏡更不用多說了.....值得一提的是 HDR 反而有著近似夜景模式的奇效，不僅亮度提升，就連細節都比較多（可以看左上的雲朵與建築的刻線）。只是在亮度不足的狀況下，HDR 會有一定的時滯，此時沒握好手機就是準備等著手震。一般HDR廣角', '\xa0到了更為暗處的地方，標準鏡頭從縮圖就可以看到畫質的鬆散程度。更別說廣角鏡頭了；HDR 在這邊一樣將亮度提升，只是就現場環境來說相對不自然些。一般HDR廣角', '\xa0如果是在這種夜景與建築物亮度反差較大的狀況下，可以看到 HDR 下方建築物確實是有做修正，但暗部的地方硬是提升亮度就會帶來不少噪訊（尤其是左下）。一般HDR廣角', '\xa0這邊也附上其他的單張照片給大家參考參考：\xa0\xa0\xa0功能\xa0HTC 在近幾款機器中採用的作業系統幾乎都是採原生般的風格，原本的 Sense UI 幾乎就變成名稱以及些許斧鑿的痕跡了。這點在配置 Android 10 的 Desire 20 Pro 中也不意外。說是壞事嗎？如果是原生系統愛好者的話，倒也是蠻好的。一般設定一般設定', '\xa0Wi-Fi 支援 5GHz 頻段之餘，也具備該有的 NFC 功能。網路Wi-Fi設定NFC', '\xa0安全性的功能上除了機背的實體指紋辨識器外，就是一般的密碼、圖像等，並無臉部辨識機能，就連 Smart Lock 中也沒有，這點蠻可惜的。\xa0系統的手勢也是維持 Android 原生風格，並無一些專屬的 UI 操作設計。系統手勢', '\xa0Desire 20 Pro 配置目前中階入門最愛用的高通 S665 處理器、搭配 6GB Ram + 128GB 容量之配置。實際以安兔兔 v8.3.4 版進行跑分，得出 176,410 分相符的成績。\xa0《3DMark》最高的 Sling Shot Extreme 測試得出 1,135 / 1,085 分之表現。\xa0Desire 20 Pro 內建 5,000mAh 的電量，感覺上這樣的規格不是沒有。同樣以螢幕亮度 50%、連接 Wi-Fi 並關閉藍牙、定位的方式做《PCMark》續航力的測試，最後得出將近一整天，也就是 23 時 38 分的成績，嚇死人！\xa0\xa0充電也是以相同的手機設定，搭配隨盒附贈的 18W 充電器測試，這邊從 8% 開始充，約一半的 48% 花了 40 分鐘；充飽則是花了 2 時 20 分左右。以這樣的大電量來看，這個充電速度算是可用了，當然還是貪心地覺得表現越高越好囉。\xa0小結\xa0HTC 近幾年手機產品幾乎是一個求取存在感的感覺，在規格上與同價格的競品相比反而有些讓人失望。本次 Desire 20 Pro 在整體配置、價格的定位上，終於有貼近目前手機市場的需求，至少在同樣價位下，硬體規格擺出來不會明顯差人一等，有讓人覺得終於「醒了」的感覺。\xa0只是近期幾台機種真的蠻愛出現斜紋的設計，以前 U11、U12+ 系列讓不少人驚豔的「水漾玻璃」設計幾乎就這樣雪藏起來，記得起初也是有以壓克力方式達成近似效果，Desire 20 Pro 的外型就讓人覺得還是先前 HTC 的樣子，這點雖說還是有些貼心小設計，但還是覺得可以更好。\xa0至於效能部分從跑分就可以看出真的是相同價位機種有的表現，原生的作業系統好不好？這點見人見智。在相機的表現上，維持不俗的清淡風格搭配歷代極為優秀的 HDR，只是缺了個夜景模式；美顏與 HDR 互不支援，甚至廣角鏡頭也未搭載 HDR 的狀況下，讓人覺得還是稍稍留了一手。\xa0從 Desire 20 Pro 發表到實際測試，讓自己覺得 HTC 似乎有漸漸往大眾市場靠攏，而不是孤芳自賞（還是不好的那種），至少是有種甦醒感？雖說 Desire 20 Pro 還是有些不容忽視的缺失，且整體營造上也沒有其他廠商那麼有特色，僅能說是款貼近消費需求的「安全牌」，但至少是個好的開始，也更讓人期待中高階的 U20 5G 是否會有令人驚豔的表現。']",2020-07-21
['HTC U12+ 和 HTC desire 20 pro，應該選那一台？'],https://www.mobile01.com/topicdetail.php?f=566&t=6141153,"['不好意思，發主題再問乙次，', '請問...', '現在買HTC U12+ 和 HTC desire 20 pro，應該選那一台？', '價差沒有很大，效能？', '如果重點是拍照的話，', '請問各位大大...謝謝...']",2020-07-14
['Samsung A51 與 HTC Desire 20 Pro 抉擇'],https://www.mobile01.com/topicdetail.php?f=568&t=6137204,"['近日搭消費券準備要入手一支萬元內中低階備用機，大陸機不考慮情況', '', '想請問Samsung A51推出到現在有半年多，', '', '想請問版上先進們，Samsung A51到目前有什災情嗎?', '', '爬文好像是初期有藍芽連線的問題，不知目前有解決了嗎?', '', 'Samsung A51有無支援4K錄影?', '', 'Samsung A51用一年後會不會常有螢幕變色或烙印??', '', '因A系列也沒法買延保', '', '因近期比對Samsung A51 與 HTC Desire 20 Pro', '', '似乎HTC Desire 20 Pro只有支援4K錄影與5000mAh電量勝出', '', '有沒實際用過這二支的先進們發表一下使用心得?謝謝', '', '', '2020/07/09 更新', '', '剛剛有問到通訊行還有Samsung A70，與A71價差近4000-4500', '', '比對了一下，', '', 'A70是用 處理器：Qualcomm Snapdragon 675', 'RAM:6GB', '⦁ 後置相機：3,200 萬畫素 F1.7 + 500 萬畫素 F2.2 + 800 萬畫素 F2.2', '⦁ 自拍相機：3,200 萬畫素 F2.0', '', '其它規格與A71大同小異', '', '在預算有限下；大家會選A70或A51?', '', '', '2020/07/14 更新', '', '很謝謝各位大大的提點與回應', '', '最後考量到自身需求==>處理器較好些、操作介面較靈活、需要3獨立卡糟 、很少在玩電玩、日後送修的方便性下、萬元內', '', '選擇了Samsung A70', '', '也供其它與我有類似的朋友作一參考']",2020-07-09
['HTC Desire 20 pro入手簡單開箱'],https://www.mobile01.com/topicdetail.php?f=566&t=6136805,"['有了孩子全天生活都是孩子為重心', '現在疫情比較沒這麼嚴重，所以比較常會帶孩子出去', '', '可能年紀變大體力精神也差很多，要是出門在車上直接放baby音樂真的會很想睡..', '', '買了HTCDesire 20 pro電池夠大就可以順勢一直拿來放寶寶輕音樂，車子裡面就放我要聽的音樂', '避免打瞌睡', '', '主力機外出用也不會很快就耗電得一直充電', '', '', '', '\xa0我老婆顧小孩東西就很愛 隨便放\xa0', '', 'Desire 20 pro不是玻璃的就沒差了，要是玻璃敲到碎會哭', '', '藍色 東西一多，亮色好處要找也比較好拿', '', '這台Desire 20 pro中間會漸層變色，看照就知道了中間一圈', '', '', '', '', '', 'D20 Pro要拍照也是可，偶爾有交叉用它的廣角模式', '', '沒用的話就放著，', '這支待機厲害，我記得我晚上六七點充飽之後就一路放到隔天中午12點後看待機才掉了3%', '\xa0\xa0', '', '有時候手機app開太多想清除頁面\xa0', '', '找一陣子才發現竟然是要滑到最左手邊才會出現\xa0', '', '分享給各位全部清除的方法', '', '不然我之前都是一個一個把它滑掉', '', '傻眼\xa0\xa0', '', '', '', '', '--------------------------------------------------------------------------------------------------------------------------------------------', '(嘆)', '', '剛回過頭看之前PO小孩舊照對比來看', '感覺時間過沒有很久啊', '', '躺在我旁邊的小孩瞬間長很大', '', '跟吹氣球一樣', '', '那時候的寶寶超迷你']",2020-07-08
['HTC Desire 20 pro 是否支援Mirror link'],https://www.mobile01.com/topicdetail.php?f=566&t=6135020,['有大大使用過嗎?? HTC Desire 20 pro 是否支援Mirror link ??'],2020-07-06
['請問HTC Desire 20 Pro與Sunsumg A31s這兩個的優缺比較??'],https://www.mobile01.com/topicdetail.php?f=566&t=6133483,"['我原手機是Asus zenfone3 zoom，喜歡5000的大電量讓我可以三天才充電一次，', '加上拍照也還算不錯，但這幾天剛滿兩年主機板就壞了，', '', 'Asus現在差不多的規格是zenfone Max Pro M2 (4g / 64g)', '但會怕怕的，', '後來看差不多六千多的sumsung A21s，也是5000大電量，', '但看螢幕是720p，想說可能細緻度不夠，', '所以就把目標放高一級的A31s，也是5000的大電量，螢幕是1080p，', '記憶體提升到6g/128g，八九千還可以接受，', '', '但查了htc發現HTC Desire 20 Pro剛出，也是5000大電量，螢幕也是1080p，', '記憶體也是6g/128g，', '感覺規格與價位都跟sunsumg A31s差不多，', '不知大家能否推薦比較呢?', '', '我最主要條件是', '1. 可以用手邊的Sogo禮券去買，不要花錢，所以找台北Sogo或遠百有專櫃的店，', '我看有很多人推薦realme (其實我沒聽過這牌子，因為很少研究手機)的 xt，', '但這牌好像只有在威秀才有，無法用sogo禮券', '', '2. 要5000的大電量', '', '3. 萬元內', '', '所以目前是選到HTC Desire 20 Pro與Sunsumg A31s，', '我查了一些比較，規格上', '(1)A31的卡槽是三獨立卡槽， 20 Pro是三選二', '(2)A31比較薄比較輕一點點', '(3)處理器Helio P65與Snapdragon 665好像差不多', '(4)20Pro的光圈比A31大一滴滴', '(5)定價A31比20Pro貴一千', '(6)20Pro的螢慕好像沒有防刮硬玻璃，有網頁三天就摔裂了，A31我不太清楚', '', '我的手機不會玩遊戲，就是FB，Line，淘寶app，收信，拍照，爬山時記錄航跡這樣而已', '不知大家對這兩隻會有什麼建議，', '還是在我的條件之下有其他更好的選擇??']",2020-07-04
['手機實拍：ＨＴＣ\u3000 Ｄｅｓｉｒｅ ２０\u3000Ｐｒｏ拍照'],https://www.mobile01.com/topicdetail.php?f=566&t=6133360,"['好像有看到前面有人開箱desire 20 pro了，就不多囉哩八梭', '拿到手機之後有更新就先更新過了', '單純就分享相機照片就好', '', '有時候純拍照模式，有時候會另外開4500萬畫素拍，跳來跳去', '反正手機儲存容量大,管他！整個可以任性', '', '', '', '', '', '', '', '', '', '', '', '微距', '', '蒼蠅本身就噁了再放大更噁', '', '', '', '', '', '', '', '現在夏天就算晚上拍，天空還是很亮', '照片直出都沒後製過', '因為．．．．我也不會用後製軟體也很麻煩何苦找麻煩', '', '廣角模式亮度就沒得調.....，但是從照片來說邊緣沒有過度變形', '就是畫素低了點...', '', '', '', '', '', '', '', '有再另外按了2X鏡頭拉近', '意外覺得這畫質可以', '', '', '', '', '路邊巧遇薩摩耶', '', '總之，拍了這些相片感受是', '..Desire \xa020 Pro相機在拍照的當下不管是白天拍還是晚上拍儲存都滿快的', '有微距跟廣角變比較多選項能玩，但廣角沒辦法調亮度有點殘念', '日後更新不知道有沒有辦法調?', '', '相機沒有專業模式我覺得正常，畢竟通常買這等級的應該不至於還會在那邊用手動拍', '', '只不過有一個弔詭的點是為什麼這支沒有浮水印.........', '我以為浮水印都會放上來了']",2020-07-04
['HTC Desire 20 pro 問題'],https://www.mobile01.com/topicdetail.php?f=566&t=6130442,"['第一次使用HTC手機', '', '1.請問在哪看剩餘和已使用的RAM?!', '', '2.請問如何刪除遊戲APP資料(遊戲刷首抽會用到', '', '另外，手上這支手機螢幕偶爾會某個點怎麼觸碰都沒反應，但是其他地方按一按後(或是過一段時間)，該點又正常觸碰，而且不是固定位置...，是中機王嗎...，情況也不算常發生，但也發生好多次了....，有發現到好像都出現在左邊，像是打注音的第一個音(貼文無法打)，剛剛也是一直無法按....，而我臉書APP也放在螢幕左上，也一度怎麼按都沒反應...', '', '而且使用一天後，左右快速翻頁面來回會明顯LAG...，重開機就改善...是什麼問題@@']",2020-06-30
['不懂為什麼會嫌HTC desire 20 pro'],https://www.mobile01.com/topicdetail.php?f=566&t=6126604,"['昨天路過光華附近，就順便過去門市把玩一下剛發表開賣的desire 20 pro', '等出新手機真的等不是普通的久，U20還要繼續等', '只是不懂為何desire 20 pro被說不好..', '不就是一支規格功能售價很符合它本身的""中階""，標準搞錯什麼了嗎', '', '快速心得', '1.正面的螢幕比又變的更大，感覺很好', '2..也想升上安卓10了', '', '', '這是水藍色的背面', '', '', '相機介面的選項跟U12+不大一樣', '', '主鏡頭', '', '超廣角模式', '', '再來是微距模式', '主鏡頭近距離拍攝', '', '', '開啟微距模式', '4800萬的相機畫質，也要透過右上角來進行切換', '', '這次Android 10的手勢可以使用全螢幕返回鍵', '也有深色模式，不用晚上再被白光刺眼了']",2020-06-25
['HTC Desire 20 PRO好像沒什麼人要買的感覺'],https://www.mobile01.com/topicdetail.php?f=566&t=6123839,['下標多20元，放2天都沒有人要加碼'],2020-06-21
['htc desire 20 pro問題'],https://www.mobile01.com/topicdetail.php?f=566&t=6123215,"['想請問入手desire 20 pro的各位，使用了一兩天下來有發現有哪些地方是有問題的嗎？', '剛朋友要換line的訊息鈴聲發現不能換跳出如圖片訊息，不然就是閃退，大家的d20 pro會這樣嗎', '更換步驟line→設定→提醒→訊息提醒→進階→音效，然後就不行了', '我個人是用U11就正常', '', '另外好像自拍的美肌功能也有一點bug']",2020-06-20
['HTC Desire 20 Pro 的ROM應該是EMMC或UFS？'],https://www.mobile01.com/topicdetail.php?f=566&t=6120343,"['剛去八德店測試', '看速度應該是EMMC？']",2020-06-17
['HTC Desire 20 pro 台北八德店 拍照簡單測試'],https://www.mobile01.com/topicdetail.php?f=566&t=6120313,"['主介面沒法直接切到超廣角', '要另外進到選單開啟', '\xa0', '而且超廣角沒有HDR選項...', '\xa0', '直接進入到相機實拍...OPPO Find X2 pro當作對照組供參考', '\xa0', '第一組:D20P主鏡頭fx2p 主鏡頭', '\xa0', '第二組: 48MP模式D20PFx2P', '第三組:超廣角D20PFx2P']",2020-06-17
['HTC Desire 20 pro 已經開賣了!!!'],https://www.mobile01.com/topicdetail.php?f=566&t=6120022,"['昨天HTC 時隔一年多終於發表了兩款新機，中高階的U20 5G 和Desire 20 pro 。其中Desire 20 pro 為18 日開賣。然而我剛剛去momo上面看，發現Desire 20 pro 已率先開賣:', '', '\xa0', 'http://www.momoshop.com.tw/goods/GoodsDetail.jsp?osm', '並且在6/23 前購買還會回饋618，算是相當不錯。', '真心希望這二款手機在銷售上能取得好成績，讓HTC 轉虧為盈。']",2020-06-17
['HTC Desire 20 Pro 規格流出'],https://www.mobile01.com/topicdetail.php?f=566&t=6109642,['來源是 Google Play Console'],2020-06-05
