Post Title,Link,Content,Date
[心得] vivo X70 Pro 一個月來使用心得,https://www.ptt.cc/bbs/MobileComm/M.1635934408.A.65E.html,Content：前一隻手機服役了三年多，開始覺得有點卡頓電池也有點不行了，加上相機效果不是很好就開始物色新手機由於女友現在拿著vivo手機她覺得拍照效果還不錯加上每次拿自己手機拍她都被嫌醜QQ就被慫恿買了X70 Pro現在用了一個月來分享一下使用心得實拍的話拍照技術不是很好就不拿出來獻醜了手感、外觀：X70 Pro手感不錯，重量剛好，也算薄，放口袋也不會覺得鼓磨砂背蓋摸起來手感不錯，不過裝殼摸不到就是QQ鏡頭模組的設計覺得比起其他家多眼怪的配置好看不少螢幕表現：vivo用的這塊E5 OLED覺得不錯，整體顏色算精準亮度也足夠，大太陽下使用沒問題曲面螢幕雖然剛開始用有點不習慣，但上殼之後覺得曲面不太影響操作缺點就是曲面膜很難貼，幸好原廠有先上一層保護膜可以用照相性能：買vivo X70 Pro就是衝著相機來，實際成像也沒有讓人失望夜拍壓光真的蠻猛的，日拍表現也很不錯人像拍出來也很符合女友心意，也有一些濾鏡可以玩，照片傳上去IG也很漂亮加上有微雲台，隨手拍不太會遇到拍失敗跟模糊的問題至於很多人詬病的顏色過度飽和問題不是專業攝影師不太會修圖，大多照片也只傳FB跟IG還可以接受，但確實有前一隻手機來得更飽和更鮮豔些效能：不玩手遊有點難評論，但看跑分天璣1200玩遊戲應該沒問題一般使用，通話、拍照、上網、滑FB、追劇等功能都很流暢而且幾乎沒有發熱情形，即便在快充時也僅是溫熱另外還是要推一下天璣處理照片效能真的蠻快的拍照跟夜拍都是1-3秒左右可以就處理完成續航跟快充：天璣1200真的蠻省電的，一天一充完全沒問題就算忘記充電，快充半小時六成，一小時就能全滿只是vivo只支援自家協議有點可惜連最常見的PD跟QC都沒有，以為至少有個18W的快充只能多買顆原廠充電頭了，至少充電速度快也比較不擔心充壞UI：整體系統偏向乾淨，廠商自帶APP只有i管家一個（系統管理用）其他幾乎是接近原生體驗如果是拿其他家陸機跳過來可能會不太習慣有在社團看到小抱怨，但我自己覺得還好只是有一些好用的功能手勢都藏在設定裡面，需要花時間去挖跟設定喇叭、防水：在這個價位還是沒有雙喇叭真的有點可惜，雖然單喇叭聽起來效果還不錯但睡前看YT就是覺得少一點感覺防水有看到官方小編有說有生活防水（？但是不確定能防到什麼地步，可能就是防潑水而已總結：X70 Pro作為隨手拍續航機是真的很不錯對於像我這種追求隨手拍好看的一般攝影使用者來說很夠用而且輕薄、效能不錯、續航持久至於對於專業攝影者或喜歡自己修圖的人來說可能就有其他更好的選擇，像是Pixel 6、iPhone 13等等拍起來更自然，可調整性更高些; Comment：不是有蔡司模式，顏色不會過飽和。有v1晶片的高光抑制更變態。現在正常光源下比的是色調跟成片風格，跟以前拚命。挖細節11放大不太一樣.。台版沒有蔡司自然色和V1晶片。。還有 台版(國際版) 也沒有獨立Hi-Fi晶片。和超大杯還是差滿多的    甚至不能叫大杯 只能叫中。杯。覺得台版照相已經很不錯了，只是可惜蔡司色沒下放。給台灣閹割版不可取。這次X70 Pro進步不少啊，那個夜拍真的很強。夜拍推。沒雙喇叭可惜,2021/11/03
[討論] iPhone 13 Pro Max VS VIVO X70 Pro+,https://www.ptt.cc/bbs/MobileComm/M.1635431942.A.2C4.html,Content：咋拍好ZPH https://youtu.be/XzAdL9b0cCchttps://i.imgur.com/wHScGQW.jpghttps://i.imgur.com/3xjSkvw.jpghttps://i.imgur.com/gKv0E2U.jpghttps://i.imgur.com/tZN9fg1.pnghttps://i.imgur.com/wNbhvPX.jpghttps://i.imgur.com/gOuAYGU.jpg日拍 有來有往，但是夜晚VIVO 太強了尤其是廣告燈箱 很清楚地能看見招牌字..https://i.imgur.com/cYlrRy7.pnghttps://i.imgur.com/cYlrRy7.png晚上錄影 iPhone鬼影還是明顯其他https://youtu.be/oy9o06DrQ5ohttps://youtu.be/u-cpmJMRs0Ahttps://youtu.be/Ydei2lD55JQhttps://youtu.be/ZIZ3fCJbajs房間黑暗錄影https://youtu.be/CLv8JmQ6opQ感覺iPhone 最應該改善的就是夜拍的一些問題畢竟它目前 是最貴的手機..; Comment：縮圖是要比較什麼? HDR4並不會特意把暗處調亮。而且進後製時.暗處細節保留的比X70還好。之前有人比較我就特別拿他的圖將iPhone的暗處拉亮。一拉亮後.細節比X70還多。你喜歡的是把原本暗處調亮的HDR方式吧?。主要問題是唉鳳招牌高光永遠壓不住吧。辣雞vivo 買過nex3後 從此列入黑名單。X70P+台灣沒出吧！。x70p+拍照以外也是口碑不佳。iPhone的高光通常都是奔飛的，哈哈哈哈。vivo很好，不過台灣只有進盤子。版，想買的還是慎思。水貨的就算了。高光就隨他去吧 蘋果看起來就沒有要壓的意思XDD。試用過同事的x70p，拍照真的很強可玩性也高，但錄。影使用體驗不太推。請正名蘋果光！。vivo X70P國際版看比較沒有輸X70P+太多啊。不過價格確實是個問題，但最近好像有下來了。是iphone就沒夜拍好嗎 p4都把13pro吊起來打,2021/10/28
[討論] GSMArena 評測 Vivo X70 Pro(國際版),https://www.ptt.cc/bbs/MobileComm/M.1634184430.A.B45.html,Content：  vivo X70 Pro review  https://www.gsmarena.com/vivo_x70_pro-review-2332.php  包裝裡面內附一個USB-C轉3.5mm耳機+有線耳機(含數種尺寸耳機套)  不過 小惡魔1有人回報 缺獨立晶片Hi-Fi  GSM不確定正面用啥保護玻璃 插個話.. 是德國肖特玻璃   https://m.weibo.cn/status/4691549815046317   新評科技曾經摔過用這賽絢 Up 的iQOO 也是很耐摔   下一代Vivo 旗艦要用新產品 肖特賽絢α  使用了 三星E5材質 AMOLED 一般手動亮度457nits 最大亮度993its  專業模式的色準出色 dE2000 只有1.9 偏差.9 默認有點誇張的飽和藍色調，但可  手動控制色溫  刷新率只有60Hz、120Hz兩檔 設定自動控制不理想 瀏覽器可強制設定在120Hz  圖庫、YT、Netflix、地圖、相機都強制60Hz   vivo X70 4450電池 電池耐久123小時3G通話 25:07小時 網頁瀏覽 18:26小時 影片播放 20:41小時  令人印象深刻的耐久比前代贏太多，與使用時間 我們相信是E5材質的貢獻  電池完全充滿需要60分鐘 (驍龍870 X60 Pro 耐久只有77小時)  單聲道喇叭 中低音不夠豐富，但是人聲聽起來很清晰  Android 11+Funtouch 12，UI大量的選單可自定義，還可禁用過渡動畫更快加速  ，然而想要像Google元生的人，可能不喜歡彩色的圖標和高度自訂選單  優點  出色的機身結構，具有吸引力的設計、輕巧的機身  我們測試過的最亮的 120Hz OLED 之一，具有高級功能集  出色的電池續航  同價位中功能最齊全、功能最強大的相機設置之一  由於雲台3.0+ OIS 系統，無與倫比的穩定性  零售包裝內附很慷慨  缺點  低於標準的 4K 錄影畫質  沒有雙喇叭，也不是最響亮的單個喇叭  沒有 IP等級，也沒有無線充電  所有直接競爭對手都採用更強大的SOC  快速充電解決方案不是很有競爭力 =============================================================================  白天主相機X70 Pro 的旗艦相機設置是旗艦級的，拍攝效果也很像。主攝像頭輸出出色的 12.5MP 圖片，只有一些需要解決的小問題。我們注意到的第一件事是銳度與價格級別中最好的不相提並論。照片比我們預期的要差一點。此外，測光有時可能會有些偏差，因此我們建議每個場景拍攝一到兩次以上。它傾向於獲得更亮的曝光，有時會剪掉高光。我們主要懷疑是自動 AI 場景檢測，它通常默認處於開啟狀態，我們在採集這些樣本時將其保持開啟狀態。此外，在沒有 AI 增強功能的全分辨率 50MP 模式中不存在此問題。vivo 並沒有過度銳化，為更自然的外觀留出空間。樹葉和樹木看起來很真實，不像是從頭開始渲染的。說到真實性，我們不能這樣描述顏色，但它們也不是最重要的。假設它們有力、充滿活力，是社交媒體發布的理想選擇，無需事後編輯無論如何，我們發現動態範圍足夠寬，旗艦級的等級，解析的細節數量令人印象深刻，並且幾乎不存在噪點。即使在圖片的黑暗部分也很難發現。但是，在通常較暗的場景（例如室內場景或黃昏拍攝）中，它確實開始在陰影中出現。使用未壓縮解析度 50MP 照片，這些照片可以解析更多細節，但我們無論如何都不能說它們更清晰。您還會獲得更明顯的噪點且沒有 HDR 增強（因此動態範圍更窄）。而且由於AI場景檢測在這種模式下不起作用，我們沒有註意到我們之前討論過的曝光不一致2倍變焦相機2 倍長焦相機拍攝出極好的照片，幾乎沒有抱怨的餘地。我們拍攝的樣本細緻、清晰（有時甚至比主攝像頭更清晰）、寬廣的動態範圍、鮮明的色彩（類似於主攝像頭的）並且沒有太多噪點。後者只能在統一的背景上看到，您必須仔細觀察。5倍變焦相機令我們驚訝的是，如果滿足正確的照明條件，潛望鏡相機在細節和清晰度方面與 2 倍變焦相機相匹配。動態範圍也很不錯，我們只能看到稍暗的陰影，雖然乍一看並不明顯。噪點管理再次出色。5 倍變焦相機的問題在於它對光不太敏感。即使環境光的最輕微下降也會導致照片更加柔和和可見噪點。不過，對於日光、室內拍攝來說還是很不錯的超廣角相機超廣角相機在這裡有點像組合斷路器，因為處理看起來與其他三款相機略有不同。顏色不那麼鮮豔，可能更接近自然，動態範圍明顯更窄，樣本明顯更柔和，並且可以在同質背景上發現噪點。儘管如此，它在大多數方面都與競爭對手的超廣相距不遠。它解決了大量細節，具有用於戲劇性特寫鏡頭的自動對焦功能，邊緣的色偏最小，並且鏡頭校正算法做得非常出色。不過，我們會喜歡稍微更寬的視野。微距範例我們很高興看到超廣角相機上的 AF 投入使用，而不是使用劣質的專用微距相機。當您離拍攝對象足夠近時，超級微距模式會自動啟動並拍攝出精美的照片。它們細節豐富、銳利，即使光照條件不完美也可以使用。對比度可能會好一點，但整體質量比其他手機上的專用微距相機要好很多。; Comment：結果X70Pro+反倒被吐槽續航很差。沒有ip直接pass。123H這續航蠻驚人的耶，逼近iPhone 13 PM的121H。x70 pro+是因為漏電三星製程導致的嗎？。田雞1200優於e1080，v1 isp拍照沒差很多。https//i.imgur.com/ep5StMn.jpg。通話網頁影片沒有一樣贏的為什麼總時數還更高?。藍綠兩廠的LTPO很廢只有60/120。很多場景都鎖60續航當然好。這台不是影像旗艦，整篇都沒介紹錄影，gsm這裡說只。有主鏡頭支援4K60，要用2X跟5X錄影只能切成1080P30。一個鎖60一個鎖80，反正用戶只要續航好就不會抱怨，。三星太傻了搞了2K全局120。現在沒有雙喇叭會被唾棄吧….。目前手上陸版x70pro+ 一天使用 大概用掉3x%電 不玩。遊戲。不覺得耗電。請問樓上陸版有遇到什麼問題嗎？ 會不會很多不需要。程序。沒啥問題 前一隻也是用VIVO X30Pro 很習慣 谷歌能裝。https//www.youtube.com/watch?v=JXW156vak9I。用以上軟體方法 移除內建柳覽器。陸版x70p+在升上1.6.42之後覺得省電很多,2021/10/14
[討論] Vivo X70 Pro Plus vs Samsung S21 Ultr,https://www.ptt.cc/bbs/MobileComm/M.1633494036.A.B1C.html,"Content：Vivo X70 Pro Plus vs Samsung S21 Ultrahttps://youtu.be/YOUfd0GAtBkhttps://youtu.be/Hu8YOC-p6lYhttps://youtu.be/6m53TVze6NYVIVO X70 Pro Plus vs iPhone 13 Pro Max vs Samsung Galaxy S21 Ultrahttps://youtu.be/XtjeH76WLoA X70 Pro+對比三星S21 Ultra放一下晚上比較突出的地方https://youtu.be/FxMGB6Z0x-o; Comment：當初華為也是拍照屌打哀鳳，在美國熱銷沒多久就被。禁了，vivo看來也快步上後塵。華為被禁哪是因為拍照。看得出來這次Vivo對光源的處理花了很多心思。他說的是受威脅度,被禁是個概念好嗎 不是因為照相。VIVO這支的照相能力在國外的討論度很高，算是新一。代的標竿。x70 pro+夜拍真的很強，而且蔡司鍍膜真的大幅減低鬼。影炫光。還概念勒 真會鬼扯 一堆中國人連華萎為什麼被禁都。不知道吧  只會偷換概念想洗白華韋。S21Ultra相較之下壓不住高光。vivo的蔡司很鬼 索尼根本只是掛個牌而已==。我週末若有空會找朋友s21u去台中秋紅谷拍pk照，有。人想看嗎。（舉手。母雞比鳳凰。想看+1。最後那個燈管也太強。華為被禁就是因為國家通訊安全怎麼了嗎?。然後的確手機跟這息息相關,你噓我可以得到快感自便。我一點都不在意的 呵呵。諾基亞索尼，結果是vivo把蔡司鍍膜發揚光大。vivo拍照有點強 可是這價位...。這支定位很明確就照相手機阿！就跟電競手機一樣某個。項目衝到頂。。玩遊戲可以選iQOO 不過玩遊戲我一律只推iphone。可惜台灣買不到，買到了也要承受水貨風險 唉。台版和陸版差別在哪？。當初lumia也是掛蔡司啊，拍照也是非常棒的。等p6來再來拿抽屜的lumia950比較一下差距有多大。陸版有中國台灣字樣，沒有時間軸，提醒通知可能會有。時間差，安全性問題，以及其他小問題，有愛都能接受。不過聽說vivo 70 pro+鏡頭很容易沾染油污，很難擦。乾淨。其實不放在一起比根本看不出來吧......選喜歡的就好。了 尤其你分享照片還是會壓縮的IG、FB、TWITTER。顏色上***比較討喜，但是vivo夜拍大躍進。超大杯真的猛。很高興終於看到不是單純掛名沒什麼表現的聯名了。而且還是最愛噱頭的中國廠商 居然先丟出一個真正的。聯名。希望各廠商以後都往實質的聯名邁進。星粉這篇好安靜。星粉要說什麼 ？人家就真的強。說說資安啊、個資啊什麼的都可以…。很多評測都跳過長焦跟錄影啊，S21U全焦段4K60，4K30。能切換所有鏡頭，X70pro+只有主鏡頭跟超廣角4K60，。在4K錄影只有主鏡頭能用，光是長焦只有1080P就直接。出局了，號稱什麼v1微雲臺結果錄影還會卡頓。x70 近拍不太優。寧可選3星 比陸機安全。這篇只有開頭有秀出手機的影片是真的其他都假影片。懂了 原來是輸不起的部分。華為被禁不就是威脅稻美國的手機業者了 不然哩XD。70PRO+還再觀望 其實是我友60PRO+了感覺沒必要去換。VIVOX系列強再主攝跟廣角這兩顆鏡頭  其他的就一般。美國手機業者被威脅？目前美國手機品牌好像只剩。Apple一家 而且僅Apple一家的利潤就遠超中國品牌。說威脅到美國手機業者是不是只看銷量啊…。華為被禁什麼通訊安全 笑死 通訊安全能抓人喔？。猥褻到美國手機業者更好笑 你就直接說 華為差點搞。垮蘋果就好了。*威脅。vivo X70系列這次夜景或逆光照高光調得很不錯啊。台版X70P在同樣夜景照都壓得比上一代X60P好。華為資料回傳中共已證實。可能竊密個人隱私。石頭哥輸不起耶 笑死。為什麼單純推文也可以戰呀 哈哈 他國事那很重要嗎?。https//imgur.com/MpCGhP7。這不是騙流量的嗎…還可以拿剪到MB。按銷量來算威脅程度，那為什麼小米活得好好的，中。國邏輯。小米資料回傳中共已證實。可能竊密個人隱私。#1XLLQfuu (MobileComm)。貼騙流量假影片叫輸不起？。哇 抓到了 有人說政黨 要被桶了。http//b23.tv/bR5tte。Vivo攝影真的猛 但是喇叭好小聲。http//i.imgur.com/V5ToJqj.jpg。我只要能拍月亮的手機(誤。http//i.imgur.com/zYhby6u.jpg。或是晚上拍夠亮就好。樓上這月亮看起來好假....。現在手機拍月亮越假越好啊。等到蘋果手機能拍月亮就會是真的了。x70 pro max沒有國際版吧？。喔有印度版耶喔，不過vivo好像不能刷。這台能刷就神了 可惜沒有。vivo軟體感覺還有很長的路要走 太爛了。http//i.imgur.com/0oRrBlU.jpg。這是ip8p拍的。。82樓那張是真的，84樓是手機幫你合成的",2021/10/06
[討論] Ben的 Vivo X70 Pro Plus vs X70 Pro拍攝,https://www.ptt.cc/bbs/MobileComm/M.1633340309.A.84A.html,Content：   Vivo X70 Pro Plus vs X70 Pro: Camera Shootout   https://youtu.be/6RNa9Ux-Tzc   Ben 去香港 大奧的漁村逛逛，順便用了兩台拍了一些照片對比   可以看看 Pro 也能拍出不錯的照片，尤其是夜景模式 轉圈圈的速度也不算很慢   雖然Ben也有說 有V1 夜間更亮 算法會更快   Vivo跟發哥合作還是有一點東西 ..   當然你要看最大細節 就去看何老師那一篇   (不過 X70 Pro 單喇叭 ...); Comment：pix。純看影片比較，X70 Pro跟Pro+整體表現其實蠻接近的。X70用的發哥那顆有客製化過，AI效能也是有提升吧,2021/10/04
[討論] Vivo X70 Pro vs OPPO Reno 6 Pro測速/拍,https://www.ptt.cc/bbs/MobileComm/M.1633115959.A.EC7.html,Content：  印度版的 Reno 6 Pro採用的是 天璣1200，Reno相機規格也都給較好  然後前天開始(看來解禁)英國、印度、美國都有 Vivo X70 Pro Plus+X70 Pro雙開箱  國際版 X70 Pro 都是用天璣1200，GSMArena 兩台也都拿到，也好奇X70 Pro缺V1會如何  將會做測試。  (當時Vivo說算法搭用V1可降低50%功耗 用天璣AI 提升40%速度降低10%能耗)  除了Vivo，也看看 OPPO 對 發哥版的 Reno 6 Pro調教如何?   Vivo X70 Pro Vs Oppo Reno 6 Pro Speed Test   https://youtu.be/3y6CCHgRxhA   影片5:09 是X70 Pro vs Reno 6 Pro 照片比對(都是用天璣1200)   另外還有兩個影片 的拍照場景，也都相同那就可以順便比看看   vs S21 Plus  https://youtu.be/bX9kTzT_ox0?t=350   vs iPhone 12 Pro Max https://youtu.be/5ZFdrTMopYg?t=305; Comment：英國 雙開箱 動手玩 (台灣VIVO ...)。https//youtu.be/qA8xZlCOBGE。台灣特別版，其他人的我們看看就好。Pro+國際版只有印度有而已，還是印度製自產自銷。看起來都很順暢，相機拍照也快。天璣1200看起來蠻OK的，X70 Pro夜拍也蠻不錯的。vivo X70P陸續看到有實測，拍照確實不錯,2021/10/02
[討論] 香港何老師 開箱評測 Vivo X70 Pro香港版,https://www.ptt.cc/bbs/MobileComm/M.1632942356.A.B9F.html,Content：  [直播開箱] vivo X70 Pro 香港版 - 影相勁過 iPhone 13 ?   https://youtu.be/o4OCg1wjoqk   可惜講的是 廣東話.. 又沒字幕，他後面影片有跑安兔兔，確定是天璣1200版本   看標題知道 他拿了 X70 Pro 和iPhone 13 Pro，以及 X70 Pro Plus(也買了)去拍照   然後拿到電腦上去放大比對，這應該是數毛黨的最愛了(所以建議要看的用電腦螢幕)   由於慢慢比對，還會放到最大，應該能慢慢欣賞 三隻拍出來的效果是怎樣的   (X70 Pro Plus 只有前面比幾張，沒有每張都比 )   影片從21:30 開始  白天、室內食物、夜晚的對比  到影片56:40之間   之後是看其他張的拍照範例 另外後面測試X70 Pro 的夜間錄影效果   聽不出來有無比對 超廣角的拍照比對   影片後半段就是測試 VIVO X70 Pro 本身遊戲、跑分 螢幕播影片 喇叭 等; Comment：慈。孤。觀。世。im。菩。za。阿。Mi。陀。佛。其實看放大細節實測X70P國際版沒想像中差的感覺?,2021/09/30
[討論] iPhone 13 Pro vs Vivo X70 Pro+拍攝比對,https://www.ptt.cc/bbs/MobileComm/M.1632848660.A.FF9.html,Content：   Han拿到 iPhone13P 之後就馬上對比了一下   iPhone 13 Pro vs Vivo X70 Pro+ Camera Comparison   https://youtu.be/gsdKRm0MZ48   (有字幕)   前言之後 影片1:39 先來一段 蘋果的電影模式效果，之後才是照片比對   白天 作者認為 蘋果對比跟顏色有往上拉高的效果，Vivo反而比較自然   Vivo 5倍變焦還是有優勢   夜晚 Vivo 細節、曝光表現比較好，只是有時白平衡跑掉   這代 蘋果可以拍微距了，vivo的專用人像鏡頭 就方便拍攝   意外 Vivo支援 X70 Pro+  4K/30FPS錄影時 三個鏡頭都能切換   後面夜間影片 也只比對 4K/30FPS; Comment：留言一面倒欸 ，蘋果把 X70 Pro+ 壓在地上屌打。X70看起來比較好。白天錄影13比較好，晚上拍照x70比較好。變焦夜拍vivo都比較好，白天顏色好淡。vivo x70 pro+的長焦只有1080P30，在4K30/60錄影只。有主鏡頭能用(那個變焦是主攝數位變焦)，要錄影中切。換要調成1080P才行，6：07開始。https//youtu.be/MWIzxPx_blk。https//reurl.cc/Okpa39。怎麼測超級夜景。怎麼我看留言多數都說除了自拍大部分是vivo佔優？。？。yt有pixel5 的比較，p5比i13p更好。。。慘。Vivo 首頁主打防鬼影笑死。真的嗎? 我要去留言幫HTC加油。查一下沒誠意台灣沒pro賣pro+。價。p5的錄影我真的覺得不行…。1樓是看不懂英文嗎。1樓連中文都能看錯了。https//youtu.be/9LF86GjKcQQ。p5跟i13對比的錄影部分這位老兄沒發現他p5忘了開防。手震嗎...。p5主攝有ois呀，且開不開都沒差。錄影一定iphone贏。v牌中共資料庫耶 台灣人不安全。手機首重資安。一樓為什麼要說謊？居心何在，快自白吧。明眼人一看影片都知道vivo那支拍照強太多。x70pro*除了自拍美顏開的太假其他都和iphone13 pro。差不多 甚至勝出 ，yt的留言對vivo很敬佩。可憐的一樓果粉,2021/09/29
[討論] Vivo X70 Pro Plus vs S21 Ultra拍攝比對,https://www.ptt.cc/bbs/MobileComm/M.1631954033.A.FBE.html,"Content：   Vivo X70 Pro Plus vs Samsung Galaxy S21 Ultra Camera Comparison   https://youtu.be/YOUfd0GAtBk   (有字幕)   比對項目還更多，夜間的部分 蔡司鏡片+鍍膜 真的效果很好   不過這次作者說 HDR開啟 但是AI關閉，所以不知道 蔡司自然色有沒有調用   三星在 3倍光變、10倍光變細節上還是有一些優勢，5倍是vivo佔優   不過這影片沒有展示 VIVO 夜間錄影那種靠V1及時呈現的片段    https://youtu.be/MmPQf8qwifU (這是台版 天璣1200 沒V1); Comment：滿滅火的 X70pro+堆料堆得這麼辛苦，結果跟三星上半。年旗艦打平而已……果然調校功力還是有差。光vivo這沒聽的牌子就不想買了。但是台灣根本就沒賣x70 pro+。X70 Pro+的長焦只有1080P，S21U雙長焦都有4K60，根。這些youtuber都很有默契的不比錄影這塊。這次前鏡頭vivo提升到4K30不錯，怎麼開頭一直抖。vivo廣角贏 夜景大勝 但沒比慢速快門這些是不是偏。心啊XD。Vivo使用中 不錯。DXO評測專業多了吧。是說那個把s21分數評的比s20還低的DXO嗎。DXO就是個專收中國斗內的媒體，騙一個是一個.。s21相機就比s20差啊不然？。那你肯定youtuber就沒收中國抖內嗎？。x70 pro高反差贏蠻多的，抗眩光也很好。暗部細節差最多。S21相機真的比S20差啊?。DXO小米也完全幹翻蘋果跟pixel，還有一堆套GCAM的。笑話.。DXO上面x60p+分數也比上一代x50p+低啊。x60p+的微雲台超廣角還可以被DXO測到輸那個連ois都。沒有的x50p+超廣角，當初看到簡直吐血。DXO最可笑的操作是拿過去累積的專業公信力跟數據，。來壓倒用戶的實際操作體驗。。S21U的3X跟10X都比S20U低分。x70pro+很可惜不能解鎖刷機。上腳架後ois本來就沒加乘反而可能扣分 何況又是超。廣角= =。x60p+超廣是imx598 1/2吋，x50p+的不知道是哪顆，。只有1/3.4吋，光憑這個就不可能輸。一堆人狂吹三爽，其實實際用根本普普。後來社團有說，x60p+不是廠商送測，是DXO自己買來。測的，這就能解釋為什麼當時這台DXO的測試非常晚才。出來，以及那莫明其妙的分數。手拿小米10U我也不覺得他有那個高分，比起S21U來說。真的差很多，套Gcam只會更慘。CXO真的是看看就好，收錢組織真的不EY。社團說的也不見得是真的...。何況原本是用ois質疑,發現不可能後就換另一個理由.。..。看起來就是先安罪名再找理由的觀感。接著話說回來 中國廠也有新機打輸舊機的例子 所以C。XO?。中國機的技術果然還是世界的領頭羊。三星廣告機 拍照果然落後一大截!! !。DXO自己測的是真的都很低喔。結論是dxo分數可以參考，分數高的拍照功能會不錯，。但實際拍出來不一定比分數低的更強的意思嗎？起碼。不會有明明拍照很爛卻被評高分的拉基手機...吧（？。）。結論是旗艦機DXO完全沒參考價值，就是中國斗內機霸。榜，實際上生活實拍成片的穩定性跟可靠度專業用戶。心知肚明，身為媒體這類實際體驗不提是要當什評測。單位??。有追求肯花點時間的還是強烈建議多看幾個YT的實拍。就有底了，遠勝擺明收斗內的媒體業者.。這些中國機實拍穩定度有什麼問題嗎？。還是三星有什麼獨門穩定配方？。這樓的影片中國機的照片難道都是特挑嗎XDD。我寧願看國外或是對岸的手機評比，也對cxo沒興趣。我找對比 是為了看 手機能進化到拍出啥 有競爭才會。努力提升。大廠都有自己的影像計畫與想法 開始自己弄一套了。可以看ZPH，年初的S21U通殺。可惜了 華為 ...。坐等zph分析。不是說中國機穩定度有問題，是堆料不一定就厲害，。中國YT就是很會吹，實際多看幾個評測就知道差距了。啦。能買到V70P+的地方太少 我更有興趣看天璣1200被調教。我說的穩定不是指手機有問題，而是拍照錄影使用時。的各種成片不穩定(對焦、發色或是人相模式、多鏡切。換間的落差這類)，X70P+在夜景及許多景合的確的是。更好無誤，但多鏡跟手機高價的時代用家要求的更多。，多看無需盡信.。https//youtu.be/HCbcuTlcPfw 台版X70P夜景模式。天璣1200開放架構之後給廠商 發哥AI算力調來用也好。別忘了小米9那種爛相機DXO有多高，DXO就是個笑話。小惡魔1有人去店裡試玩 有說台版兩台都有即時夜景。S21相機比S20差，笑了。原po中國人？。不然內文怎麼會這樣。內文是有哪樣嗎?。中國廠本來就是沒有軟體調教能力才會拼命堆料。https//youtu.be/skNrbHV635g。講話就像中國人啊，簡轉繁嗎？。他哪句像中國用詞？。堆料也好、演算法也好，最後能拍出好照片最重要，。畢竟我們要的不是最好的料也不是最好的演算法，而是。最好的照片，所以我覺得堆料沒啥好酸的。我也覺得某些人一直酸堆料很奇怪，不堆料難道是要。去買那台最新的2gb野火機嗎？。光堆料演算法跟不上也是浪費吧，看看Sharp Leitz ph。one 1。演算法有沒有跟上網上一堆實拍照可以看不是嗎？。事實驗証不就是從堆的料來看成品，X70P+的確在夜景。跟抗耀光有傑出表現，蔡斯跟T鍍膜的確厲害，什麼中。國機一定爛三爽蘋果屌打這種不就完全不理性討論.。比起X70P+，更期待台版X70P跟其他家旗艦的實拍比較。台版 X70 Pro 評測陸續出現了。https//bit.ly/3koyzQS  夜景方面也有及時預覽。DxO 廠商沒送測給 錢賺就是自己去買來測 然後又故意。測的分數低 逼廠商拿錢送測 所以才有前一代分數比。後面的高 因為後面廠商不給錢送測 DxO 故意測個分。數來 半脅迫廠商 但是現在市面上大概就小米華為還在。認真 送測。s21比s20差？笑死",2021/09/18
[討論] Vivo X70 Pro vs X60 Pro 拍攝比對,https://www.ptt.cc/bbs/MobileComm/M.1631379759.A.25D.html,Content：  Han 繼續比對 中國版的 X70 Pro 與 國際版X60 Pro (採用驍龍870)，也就是  獵戶座1080 X70 Pro 有V1晶片  Vivo X70 Pro vs Vivo X60 Pro Camera Comparison  https://youtu.be/2clwseaXy2I  (有字幕)_   作者照樣開自動HDR+AI 這樣對比就可以看出 X70 Pro的發色確較不鮮豔了   或是比較偏自然一點，後面的夜間4K錄影也看出 V1運算讓畫面更亮一點   他還有一台 X70 這台就是天璣1200的機子(沒有VI 靠發哥的APU AI運算)   可以在留言區建議他對比那些手機; Comment：想看v1獵戶跟沒有v1天璣的對比。期待X70陸版跟國際版對比，不知道兩者差異大不大。差異不會很大，主要在體驗，v1可以實現預覽即成像。https//youtu.be/U34gaJ8Dp_8。邦尼出台版前後代比較了。推邦尼影片，台版的X70pro也可以即時夜景預覽,2021/09/12
